Time (seconds),ADC Value
7.554028749465942,4
7.562300205230713,3
7.574807643890381,2
7.582792282104492,1
7.5952839851379395,1
7.603240251541138,2
7.622480392456055,3
7.628598213195801,4
7.637305021286011,5
7.64469575881958,6
7.656654119491577,7
7.66471004486084,8
7.672944068908691,9
7.685604572296143,10
7.697377443313599,11
7.7056519985198975,12
7.719414234161377,13
7.7331812381744385,14
7.738436937332153,15
7.746787071228027,16
7.758922576904297,17
7.768912315368652,18
7.775277614593506,19
7.7875587940216064,20
7.795764207839966,21
7.807997941970825,22
7.816228866577148,23
7.836935997009277,24
7.840798616409302,25
7.851352214813232,26
7.858369588851929,27
7.8694024085998535,28
7.877794027328491,29
7.8899757862091064,30
7.898130178451538,31
7.910419940948486,32
7.9185872077941895,33
7.930927753448486,34
7.9436845779418945,35
7.951564788818359,36
7.961628675460815,37
7.969600200653076,38
7.980052709579468,39
7.988236904144287,40
8.000595092773438,41
8.008737564086914,42
8.02107048034668,43
8.029260873794556,44
8.043207168579102,45
8.057851076126099,46
8.062793493270874,47
8.072558164596558,48
8.08334469795227,49
8.091405868530273,50
8.102893590927124,51
8.111189603805542,52
8.123445510864258,53
8.131613492965698,54
8.143879890441895,55
8.159773588180542,56
8.166183233261108,57
8.17586088180542,58
8.182343482971191,59
8.193769216537476,60
8.201226472854614,61
8.213799715042114,62
8.221747875213623,63
8.234395503997803,64
8.242206573486328,65
8.262987852096558,66
8.2680184841156,67
8.2750985622406,68
8.284590482711792,69
8.295378923416138,70
8.30366063117981,71
8.315990686416626,72
8.324282884597778,73
8.336476564407349,74
8.344892978668213,75
8.358702659606934,76
8.37197732925415,77
8.377046823501587,78
8.385613679885864,79
8.399181604385376,80
8.406034231185913,81
8.414216041564941,82
8.426523447036743,83
8.434735536575317,84
8.447043180465698,85
8.455223560333252,86
8.477137804031372,87
8.483847856521606,88
8.492172241210938,89
8.497014999389648,90
8.50856876373291,91
8.51658582687378,92
8.529008865356445,93
8.53712010383606,94
8.54941725730896,95
8.557610511779785,96
8.56582498550415,97
8.57840347290039,98
8.593899488449097,99
8.600504875183105,100
8.61197566986084,100
8.619072198867798,99
8.628301858901978,98
8.639445543289185,97
8.64771294593811,96
8.660237312316895,95
8.668471336364746,94
8.68050217628479,93
8.68880033493042,92
8.70699954032898,91
8.713071346282959,90
8.723453760147095,89
8.73067831993103,88
8.74182653427124,87
8.750095844268799,86
8.762362718582153,85
8.770532846450806,84
8.778788805007935,83
8.791185855865479,82
8.799257516860962,81
8.811476230621338,80
8.828656911849976,79
8.833306312561035,78
8.84125566482544,77
8.85348105430603,76
8.860863447189331,75
8.872842073440552,74
8.881303071975708,73
8.89345645904541,72
8.901778936386108,71
8.913994073867798,70
8.922302961349487,69
8.943465232849121,68
8.948481559753418,67
8.955393314361572,66
8.966050624847412,65
8.973690509796143,64
8.983521699905396,63
8.991767406463623,62
9.004445791244507,61
9.012223720550537,60
9.02460527420044,59
9.03268837928772,58
9.045029163360596,57
9.05817461013794,56
9.06627893447876,55
9.076460123062134,54
9.086841106414795,53
9.094134092330933,52
9.106350183486938,51
9.114943981170654,50
9.126909494400024,49
9.135236740112305,48
9.147388696670532,47
9.155620336532593,46
9.173181295394897,45
9.177662134170532,44
9.185667037963867,43
9.197306394577026,42
9.207841634750366,41
9.21699333190918,40
9.225341081619263,39
9.237604856491089,38
9.245734691619873,37
9.258195638656616,36
9.26630163192749,35
9.28132700920105,34
9.32519268989563,33
9.334987878799438,32
9.341901779174805,31
9.348957061767578,30
9.360972166061401,29
9.381410121917725,28
9.396143198013306,27
9.398935794830322,26
9.407056331634521,25
9.409118175506592,24
9.414921998977661,23
9.41669249534607,22
9.418169736862183,21
9.419605731964111,20
9.430168390274048,19
9.438587427139282,18
9.4505455493927,17
9.490288496017456,16
9.501083135604858,15
9.511265993118286,14
9.528720140457153,13
9.530932426452637,12
9.545981884002686,11
9.555188655853271,10
9.56751036643982,9
9.569342851638794,8
9.57655119895935,7
9.580032110214233,6
9.58125615119934,5
9.582257986068726,4
9.589828252792358,3
9.601943254470825,2
9.623867988586426,1
9.631034135818481,1
9.635105848312378,2
9.639832973480225,3
9.652300357818604,4
9.661947011947632,5
9.672044277191162,6
9.680965185165405,7
9.69208550453186,8
9.700413703918457,9
9.712714433670044,10
9.73424220085144,11
9.743504285812378,12
9.748196601867676,13
9.758286237716675,14
9.768524885177612,15
9.774301767349243,16
9.78233289718628,17
9.794457912445068,18
9.802741050720215,19
9.81491732597351,20
9.823255062103271,21
9.847123384475708,22
9.852997303009033,23
9.856330394744873,24
9.86537218093872,25
9.880481719970703,26
9.885115623474121,27
9.892828226089478,28
9.905352592468262,29
9.913301229476929,30
9.925623655319214,31
9.933793783187866,32
9.957378625869751,33
9.96509599685669,34
9.969196557998657,35
9.974886178970337,36
9.988523244857788,37
9.995716094970703,38
10.00749397277832,39
10.015854597091675,40
10.027997255325317,41
10.036576747894287,42
10.048615217208862,43
10.056978225708008,44
10.096885681152344,45
10.107286930084229,46
10.114789009094238,47
10.121581315994263,48
10.12948489189148,49
10.14083480834961,50
10.148817539215088,51
10.151647567749023,52
10.156841516494751,53
10.160855293273926,54
10.167237281799316,55
10.180743932723999,56
10.19581913948059,57
10.200372457504272,58
10.21088719367981,59
10.222729206085205,60
10.228759288787842,61
10.24093246459961,62
10.249088048934937,63
10.261391401290894,64
10.26982593536377,65
10.281898021697998,66
10.290159702301025,67
